movie_id,crew_name,job,department
44933,Carlo Verdone,Director,Directing
22728,Carlo Verdone,Director,Directing
43544,Carlo Verdone,Director,Directing
38327,Carlo Verdone,Director,Directing
20414,Carlo Verdone,Director,Directing
36298,Carlo Verdone,Director,Directing
93855,Carlo Verdone,Director,Directing
267573,Jang Jin,Director,Directing
221437,SABU,Director,Directing
255456,Carlo Verdone,Director,Directing
43477,John Wilson,Director,Directing
261768,Andrew Levitas,Director,Directing
199925,Takashi Miike,Director,Directing
211710,Andrzej Munk,Director,Directing
267872,Sebastian Junger,Director,Directing
38187,Alejandro González Iñárritu,Director,Directing
30091,Ang Lee,Director,Directing
38183,John Frankenheimer,Director,Directing
38190,Joe Carnahan,Director,Directing
51939,Tony Scott,Director,Directing
38185,John Woo,Director,Directing
251555,Tom Fernández,Director,Directing
132601,Mark A.Z. Dippé,Director,Directing
132601,Taedong Park,Director,Directing
84197,Michael D. Olmos,Director,Directing
84197,Youssef Delara,Director,Directing
137079,Ibrahim El-Batout,Director,Directing
21447,Imanol Uribe,Director,Directing
14749,Robert Vince,Director,Directing
298935,J.C. Khoury,Director,Directing
293861,Meredith Edwards,Director,Directing
51213,Henri Verneuil,Director,Directing
55316,Georges Lautner,Director,Directing
44522,Gilles Grangier,Director,Directing
31270,Georges Lautner,Director,Directing
33336,Denys de La Patellière,Director,Directing
116723,Simon Aboud,Director,Directing
3057,Kevin Connor,Director,Directing
208763,Oleg Stepchenko,Director,Directing
80145,Dunia Ayaso,Director,Directing
80145,Félix Sabroso,Director,Directing
125458,Kevin Connor,Director,Directing
199591,Joseph Ruben,Director,Directing
24023,Anders Nilsson,Director,Directing
24026,Anders Nilsson,Director,Directing
11752,Ute Wieland,Director,Directing
212756,Wiebke von Carolsfeld,Director,Directing
42863,Will Lovelace,Director,Directing
42863,Dylan Southern,Director,Directing
20693,Nicolás López,Director,Directing
264048,Arto Halonen,Director,Directing
289394,Uli Edel,Director,Directing
107255,Terry Miles,Director,Directing
64926,Per Lindberg,Director,Directing
142563,PES,Director,Directing
157301,Minkyu Lee,Director,Directing
9755,Matthew Hastings,Director,Directing
123634,Aaron C. Peer,Director,Directing
8767,Claude Zidi,Director,Directing
96546,Roberto Rossellini,Director,Directing
120539,Alex Segal,Director,Directing
78358,Vincente Minnelli,Director,Directing
43900,Marcel Pagnol,Director,Directing
43629,Christopher Nolan,Director,Directing
187156,Shane O'Sullivan,Director,Directing
43153,Marcel Pagnol,Director,Directing
84875,Marcel Pagnol,Director,Directing
67756,Marcel Pagnol,Director,Directing
65703,Marcel Pagnol,Director,Directing
50107,Robert Florey,Director,Directing
88209,Robert Florey,Director,Directing
23107,Robert Florey,Director,Directing
101598,Robert Florey,Director,Directing
36635,Robert Florey,Director,Directing
37482,Robert Florey,Director,Directing
274007,Anne Wheeler,Director,Directing
50327,Jeff Franklin,Director,Directing
13654,Jim Kammerud,Director,Directing
13654,Brian Smith,Director,Directing
65611,Yves Allégret,Director,Directing
54518,Jon M. Chu,Director,Directing
19824,Harvey Glazer,Director,Directing
101660,Kenneth Johnson,Director,Directing
4226,John Blanchard,Director,Directing
230222,Reinhard Klooss,Director,Directing
13360,Brett Leonard,Director,Directing
15434,Uwe Boll,Director,Directing
85373,Max Giwa,Director,Directing
85373,Dania Pasquini,Director,Directing
24655,Elliot Silverstein,Director,Directing
244688,Josh Stolberg,Director,Directing
29988,Indra Kumar,Director,Directing
78383,Douglas Aarniokoski,Director,Directing
125509,Declan O'Brien,Director,Directing
25373,Mark Griffiths,Director,Directing
200085,Kim Sung-su,Director,Directing
151044,David Morris,Director,Directing
151044,Jacqui Morris,Director,Directing
5139,Luc Jacquet,Director,Directing
115520,Mariano Galperin,Director,Directing
257648,Jacob Cheung Chi-Leung,Director,Directing
257648,Zhang Zhiliang,Director,Directing
181330,Leslie Small,Director,Directing
121734,Enrique Gato,Director,Directing
140161,Richard T. Heffron,Director,Directing
70008,Adamo P. Cultraro,Director,Directing
18015,David Worth,Director,Directing
60575,Patrik Syversen,Director,Directing
250225,Peter Strickland,Director,Directing
256876,Gabe Polsky,Director,Directing
161529,Eirik Svensson,Director,Directing
33932,Alec Baldwin,Director,Directing
174645,Conor Allyn,Director,Directing
19033,Tim Skousen,Director,Directing
72359,Tina Gordon Chism,Director,Directing
9817,David Petrarca,Director,Directing
24116,Tennyson Bardwell,Director,Directing
10055,Michael Hurst,Director,Directing
39227,Steve Purcell,Director,Directing
53459,Johannes Roberts,Director,Directing
239562,Tyler Perry,Director,Directing
209901,Anthony Leonardi III,Director,Directing
14025,George Bessudo,Director,Directing
25597,Yim Pil-sung,Director,Directing
32304,Andrew Green,Director,Directing
161321,Leone Marucci,Director,Directing
15426,Matthew Leutwyler,Director,Directing
15616,Steve Miner,Director,Directing
51250,Jessy Terrero,Director,Directing
19066,Shawn Papazian,Director,Directing
52916,Gianfranco Parolini,Director,Directing
77879,Michael Pavone,Director,Directing
293262,Clare Lewins,Director,Directing
209416,Mike Myers,Director,Directing
209416,Beth Aala,Director,Directing
91259,Matt Cimber,Director,Directing
270303,David Robert Mitchell,Director,Directing
194817,Jonathan Miller,Director,Directing
269173,Noel Clarke,Director,Directing
54415,Shahin Sean Solimon,Director,Directing
152273,Wiktor Ericsson,Director,Directing
24745,Terry Hughes,Director,Directing
75074,Don Handfield,Director,Directing
98582,Alberto Rodríguez,Director,Directing
28635,Chris Angel,Director,Directing
31183,John Henderson,Director,Directing
119738,John Whitesell,Director,Directing
287084,Alfonso Gomez-Rejon,Director,Directing
110393,Pablo Trapero,Director,Directing
139662,K. V. Anand,Director,Directing
14440,Peter Burger,Director,Directing
19288,Steven Ayromlooi,Director,Directing
26588,Lee Demarbre,Director,Directing
38166,Robert Lieberman,Director,Directing
18616,Dave Payne,Director,Directing
22175,Nicholaus Goossen,Director,Directing
27770,Adam Grossman,Director,Directing
37526,Brian Yuzna,Director,Directing
16191,Ate de Jong,Director,Directing
146631,Dominic Burns,Director,Directing
38602,Jack Gold,Director,Directing
30934,Jim O'Connolly,Director,Directing
29919,Howard Michael Gould,Director,Directing
65762,Jonathan Newman,Director,Directing
115531,Marc Daniels,Director,Directing
253153,Michel Comte,Director,Directing
68189,Aku Louhimies,Director,Directing
86240,John Frankenheimer,Director,Directing
9076,Rainer Matsutani,Director,Directing
56624,Dietrich Brüggemann,Director,Directing
222715,Makoto Shinkai,Director,Directing
92968,Andrew Bowler,Director,Directing
98612,Jan Schomburg,Director,Directing
114982,Jean-Luc Godard,Director,Directing
59298,Masayuki Kojima,Director,Directing
38020,James K. Shea,Director,Directing
160704,Ryoo Seung-wan,Director,Directing
242452,Yang Woo-Seok,Director,Directing
118139,William A. Wellman,Director,Directing
269165,Günter Gräwert,Director,Directing
185207,Todd Verow,Director,Directing
276819,Yoram Gross,Director,Directing
3483,Jesús Franco,Director,Directing
63139,Mario Van Peebles,Director,Directing
44678,Kaare Andrews,Director,Directing
19254,Gerald Thomas,Director,Directing
19300,Gerald Thomas,Director,Directing
26190,Gerald Thomas,Director,Directing
61411,Richard Fleischer,Director,Directing
47212,Abel Ferrara,Director,Directing
88359,Aram Avakian,Director,Directing
25441,Jerry Paris,Director,Directing
47891,Mark Vadik,Director,Directing
114286,Henning Carlsen,Director,Directing
234567,Lauren MacMullan,Director,Directing
277432,Farah Khan,Director,Directing
46967,Shannon Hartman,Director,Directing
23338,Joseph H. Lewis,Director,Directing
63472,Douglas McGrath,Director,Directing
209369,Fritz Kiersch,Director,Directing
177566,Mark Atkins,Director,Directing
113237,Alfred L. Werker,Director,Directing
23178,Larry Peerce,Director,Directing
86131,Larry Peerce,Director,Directing
61550,Larry Peerce,Director,Directing
15671,Stephen Herek,Director,Directing
174594,Chester M. Franklin,Director,Directing
174594,Sidney Franklin,Director,Directing
64084,Andrew Stevens,Director,Directing
58231,Phil Dornfeld,Director,Directing
86901,William Beaudine,Director,Directing
68659,John Frankenheimer,Director,Directing
147764,Elia Petridis,Director,Directing
109161,Roger Young,Director,Directing
237925,Antonio Margheriti,Director,Directing
15558,Eric Eason,Director,Directing
29077,Franc Roddam,Director,Directing
38157,Chris Angel,Director,Directing
91979,Ellen Perry,Director,Directing
243568,Nick Gomez,Director,Directing
31179,Michael Pate,Director,Directing
36251,David Steinberg,Director,Directing
32845,David DeFalco,Director,Directing
29083,John Shepphird,Director,Directing
111443,Jorge Torregrossa,Director,Directing
47914,J. Lee Thompson,Director,Directing
42185,Bob Misiorowski,Director,Directing
14862,Jeff Fisher,Director,Directing
26817,Richard Quine,Director,Directing
13903,Jeremy Kasten,Director,Directing
41275,Richard Clabaugh,Director,Directing
269495,Samuli Valkama,Director,Directing
229839,Steven R. Monroe,Director,Directing
254188,Nicholas McCarthy,Director,Directing
167683,Bruno Barreto,Director,Directing
215931,Aron Gaudet,Director,Directing
215931,Gita Pullapilly,Director,Directing
4344,Sonja Heiss,Director,Directing
3539,Hendrik Hölzemann,Director,Directing
12115,Philip Gröning,Director,Directing
80472,Raimo O. Niemi,Director,Directing
48193,Alfonso Brescia,Director,Directing
260872,Alfonso Brescia,Director,Directing
292133,Alfonso Brescia,Director,Directing
47605,Alfonso Brescia,Director,Directing
168320,Daniel Borgman,Director,Directing
158013,Alfonso Brescia,Director,Directing
67298,Ken Russell,Director,Directing
29352,Alfonso Brescia,Director,Directing
96106,Alfonso Brescia,Director,Directing
105083,Alfonso Brescia,Director,Directing
211179,Alfonso Brescia,Director,Directing
112481,John McCauley,Director,Directing
240334,Andrea Tonacci,Director,Directing
48594,Guillem Morales,Director,Directing
216440,Mariana Chenillo,Director,Directing
276120,Katie Green,Director,Directing
276120,Carlye Rubin,Director,Directing
317247,Tim Nicholls,Director,Directing
287169,Joseph Henabery,Director,Directing
70738,William A. Wellman,Director,Directing
58448,Anne Wheeler,Director,Directing
295689,Jules White,Director,Directing
174442,Hugh Harman,Director,Directing
201783,Eddie Alcazar,Director,Directing
151509,R. Kelly,Director,Directing
151509,Jim Swaffield,Director,Directing
247691,Philip Dunne,Director,Directing
262176,Herbert Brenon,Director,Directing
218582,Ray Enright,Director,Directing
79631,Marcel Pagnol,Director,Directing
137654,Kief Davidson,Director,Directing
167882,Don Chaffey,Director,Directing
257925,Kunio Watanabe,Director,Directing
45627,Richard L. Bare,Director,Directing
104606,Liu Chia-Liang,Director,Directing
186691,John Farrow,Director,Directing
258200,John English,Director,Directing
258200,William Witney,Director,Directing
287299,Spike Lee,Director,Directing
241552,Philip Leacock,Director,Directing
90949,Raphael Nussbaum,Director,Directing
218369,Leigh Jason,Director,Directing
76380,Gustaf Molander,Director,Directing
102517,Manny Rodriguez,Director,Directing
125229,Kazuo Mori,Director,Directing
39766,George McCowan,Director,Directing
40502,Dan Castle,Director,Directing
44025,Anthony Kimmins,Director,Directing
262454,Yves Allégret,Director,Directing
87936,David Miller,Director,Directing
205608,Bridget Terry,Director,Directing
200358,Yoshihiro Nakamura,Director,Directing
132709,James Whitaker,Director,Directing
54602,Anthony Burns,Director,Directing
30178,Audu Paden,Director,Directing
73290,Andy Fetscher,Director,Directing
29812,Steven Pearl,Director,Directing
176570,Matthew Arnold,Director,Directing
24330,Eduardo Sánchez,Director,Directing
16174,David Wu,Director,Directing
56913,Damian Lee,Director,Directing
44919,Edmund Goulding,Director,Directing
50687,Joel Soisson,Director,Directing
50687,William Lustig,Director,Directing
74911,Phil Rosen,Director,Directing
25507,Edward Buzzell,Director,Directing
108789,Ferdinando Baldi,Director,Directing
171363,Alfonso Rodríguez,Director,Directing
81649,Kim Longinotto,Director,Directing
208447,Kai Parlange Tessman,Director,Directing
94720,Ifa Isfansyah,Director,Directing
52448,John Leach,Director,Directing
137651,Sari Gilman,Director,Directing
193873,Ronald Neame,Director,Directing
213955,William Beaudine,Director,Directing
213955,Norman Foster,Director,Directing
213955,E. Darrell Hallenbeck,Director,Directing
142897,George Roy,Director,Directing
185110,Rokuro Mochizuki,Director,Directing
45235,John Gilling,Director,Directing
237549,Jonathan Miller,Director,Directing
177440,Sidney Salkow,Director,Directing
121369,Leslie Norman,Director,Directing
75337,Mandy Stein,Director,Directing
270672,Thomas Beecher,Director,Directing
270672,Joe Clarke,Director,Directing
185078,Alberto Lattuada,Director,Directing
259593,Gregory Ratoff,Director,Directing
97024,Sam Wood,Director,Directing
248553,Frank Capra,Director,Directing
248553,Irvin Willat,Director,Directing
248469,Charles Walters,Director,Directing
124998,Gregg Barson,Director,Directing
65615,André Téchiné,Director,Directing
104485,Merian C. Cooper,Director,Directing
104485,Ernest B. Schoedsack,Director,Directing
104485,Lothar Mendes,Director,Directing
87914,Frank Woodruff,Director,Directing
74759,Anthony Kimmins,Director,Directing
170368,Paulo Rocha,Director,Directing
29236,Arch Oboler,Director,Directing
290379,Clarence Brown,Director,Directing
174762,William C. de Mille,Director,Directing
37066,Charles F. Haas,Director,Directing
74420,Gordon Douglas,Director,Directing
205673,Bretaigne Windust,Director,Directing
94792,Guy J. Louthan,Director,Directing
44669,Ted Tetzlaff,Director,Directing
26385,Gordon Douglas,Director,Directing
253794,Matt Hish,Director,Directing
235092,Sidney J. Furie,Director,Directing
79877,Jean Becker,Director,Directing
194481,John Derek,Director,Directing
149957,Lee Sholem,Director,Directing
100540,Mischa Webley,Director,Directing
55190,Rachel Goldenberg,Director,Directing
37462,Ken Hughes,Director,Directing
117004,W.S. Van Dyke,Director,Directing
79327,Dave Kim,Director,Directing
146449,Ted Wilde,Director,Directing
220504,Spencer Gordon Bennet,Director,Directing
39442,Greg Barker,Director,Directing
92287,Mel Stuart,Director,Directing
127413,Michael Di Jiacomo,Director,Directing
126929,Marina Zenovich,Director,Directing
28486,David Attwood,Director,Directing
55045,Andrew Shortell,Director,Directing
18598,Norm Hunter,Director,Directing
55872,Kurt Neumann,Director,Directing
22451,Jason Wulfsohn,Director,Directing
14059,Robert Vince,Director,Directing
174343,Clark Gregg,Director,Directing
21935,Alex Zamm,Director,Directing
33546,Charles Barton,Director,Directing
32582,Chen Kuo-Fu,Director,Directing
32582,Gao Qunshu,Director,Directing
15166,Pearry Reginald Teo,Director,Directing
105576,Jean-Pierre Blanc,Director,Directing
229221,John Francis Dillon,Director,Directing
58309,Eric Rochant,Director,Directing
263065,Jack Hofsiss,Director,Directing
73313,Harold F. Kress,Director,Directing
114299,Michael Valverde,Director,Directing
25407,Ted Tetzlaff,Director,Directing
51490,D.W. Brown,Director,Directing
29996,King Vidor,Director,Directing
35153,Marcus Warren,Director,Directing
19127,Dick Clement,Director,Directing
54940,Richard Howard,Director,Directing
14407,Saul Metzstein,Director,Directing
18278,Craig Singer,Director,Directing
42619,Abraham Polonsky,Director,Directing
81972,Chris Briant,Director,Directing
40578,John Farrow,Director,Directing
68116,Anya Camilleri,Director,Directing
42189,Shannon Hartman,Director,Directing
42187,David Worth,Director,Directing
29052,John Gilling,Director,Directing
3686,Harald Reinl,Director,Directing
241982,Louis Choquette,Director,Directing
45752,Ethan Spaulding,Director,Directing
209401,Biyi Bandele,Director,Directing
33037,Joseph Barbera,Director,Directing
33037,William Hanna,Director,Directing
135260,Ottavio Alessi,Director,Directing
64628,Romolo Guerrieri,Director,Directing
75958,Umberto Lenzi,Director,Directing
161243,Robert Hasfogel,Director,Directing
129359,Per Gunvall,Director,Directing
315362,Mårten Klingberg,Director,Directing
120657,King Vidor,Director,Directing
171446,Frank Lloyd,Director,Directing
82326,Greg Barker,Director,Directing
219424,Jules Dassin,Director,Directing
108822,Chantal Akerman,Director,Directing
245169,Pat Kiely,Director,Directing
48409,Michael Curtiz,Director,Directing
136663,Uri Barbash,Director,Directing
247604,Edward Buzzell,Director,Directing
90956,William Beaudine,Director,Directing
116232,George B. Seitz,Director,Directing
138513,Vic Sarin,Director,Directing
120990,Ryan Polito,Director,Directing
214909,Robert Z. Leonard,Director,Directing
153163,Harold S. Bucquet,Director,Directing
90955,Lesley Selander,Director,Directing
56599,Hiroshi Teshigahara,Director,Directing
107999,Norman Taurog,Director,Directing
27858,Leslie H. Martinson,Director,Directing
63039,John Irvin,Director,Directing
122192,Michele Placido,Director,Directing
30554,Fred Walton,Director,Directing
49742,Abe Levitow,Director,Directing
98368,Joko Anwar,Director,Directing
72693,William Witney,Director,Directing
84575,Alex Zamm,Director,Directing
33030,John Cromwell,Director,Directing
66945,James Hacking,Director,Directing
49776,Peter Tewksbury,Director,Directing
11496,Enzo Barboni,Director,Directing
24649,Richard Wenk,Director,Directing
24649,Danny Graves,Director,Directing
52627,Albert Pyun,Director,Directing
45760,James Hawes,Director,Directing
47963,James Hawes,Director,Directing
63339,James Hawes,Director,Directing
44921,Delmer Daves,Director,Directing
102222,Jason Connery,Director,Directing
246011,Michael Tully,Director,Directing
57326,James D.R. Hickox,Director,Directing
77172,Cyril Coke,Director,Directing
27771,Daniel Zelik Berk,Director,Directing
18684,Phil Karlson,Director,Directing
70703,William Shatner,Director,Directing
12787,Michael Seresin,Director,Directing
18202,David Wu,Director,Directing
33545,Brian Trenchard-Smith,Director,Directing
96716,Martin Duffy,Director,Directing
36835,Jesús Franco,Director,Directing
24102,Charles Grosvenor,Director,Directing
17885,Anatole Litvak,Director,Directing
44966,Katie Aselton,Director,Directing
56529,Phil Flores,Director,Directing
56529,Mitchell Altieri,Director,Directing
13480,John Moffitt,Director,Directing
54164,Enzo Barboni,Director,Directing
7085,Harald Reinl,Director,Directing
32139,Tony Giglio,Director,Directing
255692,Sturla Gunnarsson,Director,Directing
23122,Dwain Esper,Director,Directing
53729,Dana Lustig,Director,Directing
28468,Tinto Brass,Director,Directing
27417,Ti West,Director,Directing
59424,Maria Peters,Director,Directing
49597,Marty Weiss,Director,Directing
58718,Andrew Hull,Director,Directing
25556,Charles Grosvenor,Director,Directing
16004,Robert Iscove,Director,Directing
15066,Tripp Reed,Director,Directing
42703,Andrew V. McLaglen,Director,Directing
29237,Alfred L. Werker,Director,Directing
62904,Griff Furst,Director,Directing
71461,Stephen Hopkins,Director,Directing
43219,Peter Bratt,Director,Directing
34734,Ernie Barbarash,Director,Directing
85609,Martin Ritt,Director,Directing
48358,Sydney Macartney,Director,Directing
47962,Jamie Uys,Director,Directing
84905,Mack V. Wright,Director,Directing
25550,Gerald Mayer,Director,Directing
171232,Robert Abel,Director,Directing
171232,Sidney Levin,Director,Directing
149515,George B. Seitz,Director,Directing
57016,Angus Gibson,Director,Directing
57016,Jo Menell,Director,Directing
113210,Jerry Ciccoritti,Director,Directing
99234,William A. Wellman,Director,Directing
29284,Edgar G. Ulmer,Director,Directing
239706,Tom Thurman,Director,Directing
70734,Henry King,Director,Directing
116639,Edward F. Cline,Director,Directing
44766,John Sturges,Director,Directing
68202,Gabriela Tagliavini,Director,Directing
94228,Josef von Báky,Director,Directing
25587,Charles Grosvenor,Director,Directing
38269,Bert I. Gordon,Director,Directing
42305,Frank Tashlin,Director,Directing
39829,Richard Irving,Director,Directing
57943,Dan Curtis,Director,Directing
24554,Charles Grosvenor,Director,Directing
47003,Freddie Francis,Director,Directing
35668,Freddie Francis,Director,Directing
62108,Freddie Francis,Director,Directing
42468,Freddie Francis,Director,Directing
13013,Freddie Francis,Director,Directing
105902,Freddie Francis,Director,Directing
70810,Freddie Francis,Director,Directing
106280,Freddie Francis,Director,Directing
38932,Tom Reeve,Director,Directing
42904,John Harrison,Director,Directing
42783,Gene Nelson,Director,Directing
65496,Emmanuelle Bercot,Director,Directing
251768,Giancarlo Volpe,Director,Directing
259074,Declan O'Brien,Director,Directing
70877,Artie Mandelberg,Director,Directing
42303,Bob Clark,Director,Directing
61168,David Schwimmer,Director,Directing
34128,Jay DiPietro,Director,Directing
37404,Bill L. Norton,Director,Directing
36421,Hope Perello,Director,Directing
86059,Peter Glenville,Director,Directing
18920,Kjell Sundvall,Director,Directing
150229,David Jacobson,Director,Directing
256740,Mark Young,Director,Directing
58096,Robert Englund,Director,Directing
36283,Blake Edwards,Director,Directing
43448,Norman Foster,Director,Directing
57258,André De Toth,Director,Directing
49848,Gregory Dark,Director,Directing
41589,Tia Brelis,Director,Directing
51438,Robert Vince,Director,Directing
21518,Robert Vince,Director,Directing
34672,Robert Vince,Director,Directing
26266,Robert Vince,Director,Directing
9973,Robert Vince,Director,Directing
48844,Robert Vince,Director,Directing
70587,Robert Vince,Director,Directing
78047,Robert Vince,Director,Directing
142308,Robert Vince,Director,Directing
149910,Robert Vince,Director,Directing
71376,Ian Corson,Director,Directing
173793,Richard Martin,Director,Directing
26042,Eric Freiser,Director,Directing
59120,Roel Reiné,Director,Directing
60853,Michael Curtiz,Director,Directing
67659,Henri Verneuil,Director,Directing
30027,Richard Gabai,Director,Directing
30028,Richard Gabai,Director,Directing
31277,Richard Gabai,Director,Directing
73548,Richard Gabai,Director,Directing
77874,Richard Gabai,Director,Directing
133446,Richard Gabai,Director,Directing
210059,Richard Gabai,Director,Directing
240913,Richard Gabai,Director,Directing
283105,Richard Gabai,Director,Directing
51768,John Milius,Director,Directing
58012,Hal Roach,Director,Directing
58012,Charley Rogers,Director,Directing
113215,Timothy Bond,Director,Directing
113209,George Bloomfield,Director,Directing
89872,Susan Seidelman,Director,Directing
174769,John Cromwell,Director,Directing
274060,David Butler,Director,Directing
246218,Brian T. Jaynes,Director,Directing
102078,Rudolph Maté,Director,Directing
133491,Rodrigo Plá,Director,Directing
84906,Tenny Wright,Director,Directing
35986,St. John Legh Clowes,Director,Directing
153228,Roy Rowland,Director,Directing
224937,Rocky Lang,Director,Directing
38382,John Paddy Carstairs,Director,Directing
49483,Clive Donner,Director,Directing
85429,Serge Meynard,Director,Directing
40858,Cy Endfield,Director,Directing
215299,Henry Koster,Director,Directing
109933,Irving Cummings,Director,Directing
5201,Sidney Franklin,Director,Directing
89743,William Asher,Director,Directing
64130,Christopher R. Watson,Director,Directing
47884,William Clemens,Director,Directing
84312,Aurora Guerrero,Director,Directing
4529,Raoul Lévy,Director,Directing
218443,Valeri Rozhnov,Director,Directing
79190,Steven R. Monroe,Director,Directing
78094,Ken Hannam,Director,Directing
56146,Albert Lewin,Director,Directing
66812,Jean Renoir,Director,Directing
1790,Lee H. Katzin,Director,Directing
47882,William Clemens,Director,Directing
112648,Fred Olen Ray,Director,Directing
44663,Chris Solimine,Director,Directing
47883,William Clemens,Director,Directing
73424,Craig Johnson,Director,Directing
98293,Lewis Milestone,Director,Directing
260535,Alex Zamm,Director,Directing
90376,William Curran,Director,Directing
81010,Doug Lodato,Director,Directing
16089,Joseph M. Newman,Director,Directing
23022,Fletcher Markle,Director,Directing
136867,Renny Rye,Director,Directing
35405,Irvin Kershner,Director,Directing
49429,Georgina Lightning,Director,Directing
63512,Gordon Hessler,Director,Directing
4968,Jean-Pierre Roux,Director,Directing
79521,Rudolph Maté,Director,Directing
16997,Glen Pitre,Director,Directing
60543,Francesco Rosi,Director,Directing
28282,Ben Rekhi,Director,Directing
49050,Sam Irvin,Director,Directing
26316,Boris Sagal,Director,Directing
71945,Dan Curtis,Director,Directing
55529,Jeremy Kasten,Director,Directing
58664,Rich Correll,Director,Directing
27376,William Asher,Director,Directing
29400,William Castle,Director,Directing
32978,Jason Stephens,Director,Directing
42367,Fred C. Newmeyer,Director,Directing
42367,Sam Taylor,Director,Directing
52011,Eiichi Kudo,Director,Directing
60173,Albert Pyun,Director,Directing
107096,Albert Pyun,Director,Directing
43407,Frank Sinatra,Director,Directing
44773,Ben Hayflick,Director,Directing
44773,Adam Silver,Director,Directing
38132,Sidney J. Furie,Director,Directing
73257,Erik Fleming,Director,Directing
44381,Mario Andreacchio,Director,Directing
26538,Jules Bass,Director,Directing
26538,"Arthur Rankin, Jr.",Director,Directing
26538,Masaki Izuka,Director,Directing
69792,Paul Murphy,Director,Directing
16309,Erik Estenberg,Director,Directing
106968,Deran Sarafian,Director,Directing
39044,Michael Carreras,Director,Directing
32387,Burt Reynolds,Director,Directing
76864,Daniel Alfredson,Director,Directing
25386,Ralph Thomas,Director,Directing
34586,Andrei Kavun,Director,Directing
54613,Melvin Frank,Director,Directing
87514,John Guillermin,Director,Directing
3582,Anthony Asquith,Director,Directing
45568,Thomas Ikimi,Director,Directing
37608,Richard Fleischer,Director,Directing
23816,David Flores,Director,Directing
71204,Bill Bennett,Director,Directing
48374,Scott P. Levy,Director,Directing
31242,Sydney J. Bartholomew Jr.,Director,Directing
30402,Andrew Lauer,Director,Directing
99732,William Dieterle,Director,Directing
45662,John H. Williams,Director,Directing
44775,George Marshall,Director,Directing
44775,Harry Black,Director,Directing
44775,Raymond McCarey,Director,Directing
44775,Lloyd French,Director,Directing
53953,Chuck Bowman,Director,Directing
11643,Mel Stuart,Director,Directing
50364,Robin Sheppard,Director,Directing
171130,Roy Del Ruth,Director,Directing
103934,Robert Z. Leonard,Director,Directing
43866,Robert Z. Leonard,Director,Directing
28321,Fernando Di Leo,Director,Directing
61462,Fernando Di Leo,Director,Directing
80601,Fernando Di Leo,Director,Directing
89651,Fernando Di Leo,Director,Directing
74379,Fernando Di Leo,Director,Directing
65320,Fernando Di Leo,Director,Directing
55685,Fernando Di Leo,Director,Directing
59117,Santiago Segura,Director,Directing
254869,Santiago Segura,Director,Directing
109689,Fernando González Molina,Director,Directing
76341,George Miller,Director,Directing
280092,Leigh Whannell,Director,Directing
140607,J.J. Abrams,Director,Directing
271969,Timur Bekmambetov,Director,Directing
68735,Duncan Jones,Director,Directing
99861,Joss Whedon,Director,Directing
76600,James Cameron,Director,Directing
166426,Joachim Rønning,Director,Directing
166426,Espen Sandberg,Director,Directing
141052,Zack Snyder,Director,Directing
102899,Peyton Reed,Director,Directing
166424,Josh Trank,Director,Directing
293660,Tim Miller,Director,Directing
284053,Taika Waititi,Director,Directing
283995,James Gunn,Director,Directing
271110,Anthony Russo,Director,Directing
271110,Joe Russo,Director,Directing
284052,Scott Derrickson,Director,Directing
246655,Bryan Singer,Director,Directing
72900,Miguel Albaladejo,Director,Directing
77680,Álvaro Sáenz de Heredia,Director,Directing
268171,Michael Radford,Director,Directing
54148,David Serrano,Director,Directing
75752,John Cassavetes,Director,Directing
290695,Nima Javidi,Director,Directing
133790,Greg Mottola,Director,Directing
279914,Dustin Marcellino,Director,Directing
301883,Joseph Henabery,Director,Directing
214264,Matt Vancil,Director,Directing
214264,Ben Dobyns,Director,Directing
270343,Thomas Cailley,Director,Directing
183932,Rex Ingram,Director,Directing
96175,Mark Sandrich,Director,Directing
144676,Worth Keeter,Director,Directing
118439,Dick Lowry,Director,Directing
104427,Benjamin Stoloff,Director,Directing
102289,Allan Dwan,Director,Directing
87983,Robert Z. Leonard,Director,Directing
26631,Lou Peterson,Director,Directing
116780,Hugo Haas,Director,Directing
63486,Akira Daikuhara,Director,Directing
63486,Taiji Yabushita,Director,Directing
214446,Henry Jaglom,Director,Directing
42650,Richard Rush,Director,Directing
33733,Jerry Lewis,Director,Directing
82868,Robert Marcarelli,Director,Directing
155208,Don Siegel,Director,Directing
58757,Luigi Comencini,Director,Directing
53573,Zion Myers,Director,Directing
53573,Jules White,Director,Directing
176627,Lloyd Bacon,Director,Directing
107073,Paula Markovitch,Director,Directing
84719,George Waggner,Director,Directing
109109,George Waggner,Director,Directing
26801,George Waggner,Director,Directing
2648,Liu Chia-Liang,Director,Directing
48645,Robert Alton,Director,Directing
47993,Robert Youngson,Director,Directing
156141,Yuri Ozerov,Director,Directing
84346,Lucy Walker,Director,Directing
252096,Matti Kassila,Director,Directing
68351,Haile Gerima,Director,Directing
12427,Haile Gerima,Director,Directing
156201,Yim Ho,Director,Directing
77678,David Bradley,Director,Directing
178607,John Sturges,Director,Directing
74694,Michael Ray Rhodes,Director,Directing
1163,Nadia Tass,Director,Directing
72032,Gianfranco Parolini,Director,Directing
45398,Lamont Johnson,Director,Directing
45020,Patrick Hoelck,Director,Directing
16652,Steven E. Gordon,Director,Directing
